日期     ,创业板指               ,深圳成指                   ,上证指数                ,工银文体产业            ,易方达蓝筹              ,嘉实                ,诺安                   ,易方达供给              ,国富港股
2021/2/3,3223.77  -0.15%  -4.93,15233.15  -0.67%  -102.51,3517.31  -0.46%  -16.37,3.6060  2.82%  0.0989,3.2692  2.07%  0.0663,23.0910  1.31%  0.2986,1.8310  0.55%  0.0100,2.1297  2.72%  0.0564,1.2017  2.19%  0.0258
